"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"1406","Sung-Rae Cho, Yong Rae Kim, Hoi-Sung Kang, Sun Hee Yim, Chang-il Park, Yoo Hong Min, Bae Hwan Lee, Ji Cheol Shin, Jong-Baeck Lim","Functional recovery after the transplantation of neurally differentiated mesenchymal stem cells derived from bone marrow in a rat model of spinal cord injury.",2009,"Cell transplantation",NA,"2021-01-18 11:26:34","Journal Article","10.3727/096368909X475329","1555-3892",18,"This study was designed to investigate functional recovery after the transplantation of mesenchymal stem cells (MSCs) or neurally differentiated MSCs (NMSCs) derived from bone marrow in a rat model of spinal cord injury (SCI). Sprague-Dawley rats were subjected to incomplete SCI using an NYU impactor to create a free drop contusion at the T9 level. The SCI rats were then classified into three groups; MSCs, NMSCs, and phosphate-buffered saline (PBS)-treated groups. The cells or PBS were administrated 1 week after SCI. Basso-Beattie-Bresnahan (BBB) locomotor rating scores were measured at 1-week intervals for 9 weeks. Somatosensory evoked potentials (SSEPs) and motor evoked potentials (MEPs) were also recorded 8 weeks after transplantation. While transplantation of MSCs led to a clear tendency of motor recovery, NMSC-treated rats had significantly improved BBB scores and showed significantly shortened initial latency, N1 latency, and P1 latency of the SSEPs compared to PBS controls. In addition, 5-bromo-2-deoxyuridine (BrdU)-prelabeled MSCs costained for BrdU and glial fibrillary acidic protein (GFAP) or myelin basic protein (MBP) were found rostrally and caudally 5 mm each from the epicenter of the necrotic cavity 4 weeks after transplantation. These results suggest that neurally differentiated cells might be an effective therapeutic source for functional recovery after SCI.","phosphate","pubmed"
"1407","Yu-Peng Liu, Chung-Shi Yang, Mei-Chun Chen, Synthia H Sun, Shun-Fen Tzeng","Ca(2+)-dependent reduction of glutamate aspartate transporter GLAST expression in astrocytes by P2X(7) receptor-mediated phosphoinositide 3-kinase signaling.",2010,"Journal of neurochemistry",NA,"2021-01-18 11:26:34","Journal Article","10.1111/j.1471-4159.2010.06589.x","1471-4159",113,"Astrocytes are responsible for clearance of extracellular glutamate, primarily through glial-specific glutamate transporter-1 and the Na(+)-dependent glutamate/aspartate transporter (GLAST). After traumatic injury to the CNS, such as spinal cord injury, persistent release of ATP from damaged neurons and activated glial cells occurs, inducing detrimental and/or beneficial effects via activation of ionotropic (P2XR) and metabotropic purinergic receptors. In this study, we show a decrease in GLAST mRNA in the lesion center and caudal portions at 24 h post-spinal cord injury. In an in vitro system, the ability of astrocytes to take up glutamate and astrocytic GLAST mRNA levels were significantly decreased after exposure to ATP and its P2X(7)R agonist, 2'-3'-O-(4-benzoylbenzoyl)-ATP. ATP- or 2'-3'-O-(4-benzoylbenzoyl)-ATP-induced inhibitory effect on GLAST mRNA expression was blocked by the irreversible P2X(7)R blocker, oxidized ATP, or when P2X(7)R mRNA expression was reduced by the lentivirus-short hairpin RNA knockdown approach. Furthermore, deletion of the GLAST promoter and RNA decay assays showed that P2X(7)R signaling triggered post-transcriptional regulation of GLAST expression via the phosphoinositide 3-kinase cascade. The signaling pathway participating in the P2X(7)R effect on GLAST mRNA expression was identified as a Ca(2+)-dependent phosphoinositide 3-kinase-phospholipase Cgamma involving the inositol 1,4,5-trisphosphate receptor, calcium/calmodulin-dependent kinase II, and protein kinase C. We conclude that P2X(7)R activation by sustained release of ATP in the injured CNS may decrease GLAST mRNA stability via Ca(2+)-dependent signaling, suggesting that inhibition of P2X(7)R may allow for recovery of astrocytic GLAST function and protect neurons from glutamate-induced excitotoxicity.","phosphate","pubmed"
"1408","Hirofumi Sasaki, Masakazu Ishikawa, Nobuhiro Tanaka, Kazuyoshi Nakanishi, Naosuke Kamei, Takayuki Asahara, Mitsuo Ochi","Administration of human peripheral blood-derived CD133+ cells accelerates functional recovery in a rat spinal cord injury model.",2009,"Spine",NA,"2021-01-18 11:26:34","Journal Article","10.1097/BRS.0b013e3181913cde","1528-1159",34,"Magnetically isolated, peripheral blood-derived CD133+ cells were used as the therapeutic agent of spinal cord injury (SCI). A rat model was used to investigate the hypothesis that the cell therapy using this clinically accessible cell fraction could be an attractive option for injured spinal cord. Given the capacity for the peripheral blood-derived CD133+ cells in vivo to produce neurogenesis via vasculogenesis as the feasible candidate for SCI in the clinical setting, the focus of the experiment was to investigate whether the cells could contribute to histologic and functional recovery of SCI after transplantation. No evidence for peripheral blood-derived CD133+ cells application to SCI and no experimental studies showed functional recovery from SCI using this cell fraction have been published. Contusion SCI was induced by placing a 25-g rod onto the spinal cord for 90 seconds in athymic nude rats. CD133+ cells or phosphate-buffered saline was administered intravenously immediately after SCI. The animals were analyzed at specific times after transplantation by several methods to examine histologic vasculogenesis and neurogenesis and to confirm functional recovery from SCI. After cell transplantation, intrinsic angiogenesis and axonal regeneration were enhanced, and cavity formation was reduced in injured spinal cord, histologically, with significant functional recovery. Gene expression of vascular endothelial growth factor increased in the cell-administrated group. The administration of CD133+ cells has a therapeutic potential to a rat spinal cord injury model and could be an optional treatment for spinal cord injury in the clinical settings.","phosphate","pubmed"
"1409","M Liu, J Zhao, H Liang, X Bian","Vaccination with dendritic cells pulsed with homogenate protein of spinal cord promotes functional recovery from spinal cord injury in mice.",2009,"Spinal cord",NA,"2021-01-18 11:26:34","Journal Article","10.1038/sc.2008.112","1362-4393",47,"Randomized, double-blinded animal experiment for neural functional recovery from spinal cord injury (SCI) through vaccination with immature dendritic cells (DCs) pulsed with homogenate protein of spinal cord (hpDCs) in mice. To study the effect of hpDCs in the recovery from SCI in mice. Immature DCs pulsed with homogenate protein of spinal cord, myelin basic protein (MBP) or phosphate-buffer solution (PBS) were injected into spinal cord-injured mice locally or peritoneally. The functional recovery of spinal cord (open-field locomotor rating scale of Basso, Beattie and Bresnahan, BBB score) was measured weekly. The areas of injured region and cyst as well as the thickness of the glial scar were measured and the expressions of glial fibrillary acidic protein, neurofilament and nestin were detected to confirm the BBB scores. Eighty-four days after injection, the BBB score of the hpDCs group (peritoneally injected mice) reached 18.2+/-1.1, significantly higher than that the scores of the mbpDCs and control groups (16.3+/-2.1 and 10.0+/-2.0, respectively). The areas of injured region and cyst as well as the thickness of the glial scar of the hpDCs group were less than that of the control group. Meanwhile, the expression of nestin lasts up to 56 days after injection in the hpDCs group, while it disappeared in the mbpDCs and PBS groups. Implanting DCs pulsed with homogenate protein of spinal cord, but not mbpDCs or PBS alone, locally or peritoneally, have a significant effect on functional recovery and neural preservation from SCI.","phosphate","pubmed"
"1410","Pilar Negredo, José-Luis L Rivero, Beatriz González, Almudena Ramón-Cueto, Rafael Manso","Slow- and fast-twitch rat hind limb skeletal muscle phenotypes 8 months after spinal cord transection and olfactory ensheathing glia transplantation.",2008,"The Journal of physiology",NA,"2021-01-18 11:26:34","Comparative Study","10.1113/jphysiol.2007.149120","1469-7793",586,"Paralysed skeletal muscle of rats with spinal cord injury (SCI) undergoes atrophy and a switch in gene expression pattern which leads to faster, more fatigable phenotypes. Olfactory ensheathing glia (OEG) transplants have been reported to promote axonal regeneration and to restore sensory-motor function in animals with SCI. We hypothesized that OEG transplants could attenuate skeletal muscle phenotypic deterioration and that this effect could underlie the functional recovery observed in behavioural tests. A variety of morphological, metabolic and molecular markers were assessed in soleus (SOL) and extensor digitorum longus (EDL) muscles of spinal cord transected (SCT), OEG-transplanted rats 8 months after the intervention and compared with non-transplanted SCT rats and sham-operated (without SCT) controls (C). A multivariate analysis encompassing all the parameters indicated that OEG-transplanted rats displayed skeletal muscle phenotypes intermediate between non-transplanted and sham-operated controls, but different from both. A high correlation was observed between behaviourally tested sensory-motor functional capacity and expression level of slow- and fast-twitch hind limb skeletal muscle phenotypic markers, particularly the histochemical glycerol-3-phosphate dehydrogenase activity (-0.843, P < 0.0001) and the fraction of variant 2s of the slow regulatory myosin light chain isoform (0.848, P < 0.0001) in SOL. Despite the mean overall effect of OEG transplants in patterning skeletal muscle protein expression towards normal, in 6 out of 9 animals they appeared insufficient to overcome fibre type switching and to support a consistent and generalized long-term maintenance of normal skeletal muscle characteristics. The interplay of OEG and exercise-mediated neurotrophic actions is a plausible mechanism underlying OEG transplantation effects on paralysed skeletal muscle.","phosphate","pubmed"
"1411","Hari Shanker Sharma","A select combination of neurotrophins enhances neuroprotection and functional recovery following spinal cord injury.",2007,"Annals of the New York Academy of Sciences",NA,"2021-01-18 11:26:34","Journal Article","10.1196/annals.1403.007","0077-8923",1122,"Previously, we have shown that topical application of brain-derived neurotrophic factor (BDNF) or insulin-like growth factor 1 (IGF-1) given within 5 to 30 min after a focal trauma to the rat spinal cord attenuates spinal cord injury (SCI)-induced breakdown of the blood-spinal cord barrier (BSCB), edema formation, motor dysfunction, and cell injury. This investigation was undertaken to find out whether a combination of select neurotrophins (BDNF, glial cell line-derived neurotrophic factor [GDNF], neurotrophin 3 [NT-3], or nerve growth factor [NGF]) will further enhance the neuroprotective efficacy of growth factors in SCI. The neurotrophins (0.1-1 microg/10 microL in phosphate-buffered saline) were applied 30, 60, or 90 min after injury topically over the traumatized spinal cord either alone or in combination. The SCI was performed by making a unilateral incision into the right dorsal horn of the T10-T11 segment under Equithesin anesthesia. The rats were allowed to survive 5 h after trauma. Topical application of BDNF, GDNF, or NGF 30 min after SCI in high concentration (0.5 microg and 1 microg) significantly improved the motor functions and reduced the BSCB breakdown, edema formation, and cell injury seen at 5 h. These beneficial effects of neurotropins were absent when administered separately either 60 or 90 min after SCI. However, a combination of BDNF and GDNF (but not with NT-3 or NGF) given either 60 or 90 min after SCI significantly reduced the motor dysfunction and spinal cord pathology at 5 h. These novel observations suggest that a select group of neurotrophins in combination have potential therapeutic value for the treatment of SCI in clinical situations.","phosphate","pubmed"
"1412","B Atalay, M Bavbek, M Cekinmez, O Ozen, A Nacar, G Karabay, S Gulsen","Antibodies neutralizing Nogo-A increase pan-cadherin expression and motor recovery following spinal cord injury in rats.",2007,"Spinal cord",NA,"2021-01-18 11:26:34","Journal Article","10.1038/sj.sc.3102113","1362-4393",45,"A rat model of spinal cord injury was used to test the hypothesis that Nogo-A monoclonal antibody (NEP1-40) promotes morphologic and functional recoveries of injured spinal cord. Nogo-A is a myelin-associated neurite outgrowth inhibitory protein, which blocks elongation nerve fibers and limits neuronal regeneration after central nervous system injury. Forty-four rats were utilized and allocated into control (vehicle) and NEP1-40-treated groups. In all animals, the spinal cord was hemi-transected at Th-10 and phosphate-buffered saline solution was immediately applied on the injured area in the control group. NEP1-40 solution was immediately applied on the hemi-transected area in the treatment group. Each group was subdivided into three subgroups according to the postsurgical day of killing (3, 8 and 21 days). The spinal cords were removed for analysis. Motor scores in the NEP1-40-treated groups were significantly higher than those in the vehicle groups both at 8 and 21 days post injury. Immunohistochemical staining for pan-cadherin, a marker of neuronal cell adhesion and axonal sprouting, revealed a significant increase in staining in the NEP1-40 treatment group at 8 and 21 days post injury. Transmission electron microscopical evaluation revealed degeneration of the myelin and loss of cytoarchitectural organization in the axons of controls. Better preservation and normal histologic features were observed in the NEP1-40-treated groups. We have demonstrated improved preservation of injured axons and significant pan-cadherin expression after NEP1-40 treatment after the spinal cord injury. Inhibition of Nogo-A may improve the capacity for neuronal regeneration after spinal cord injury.","phosphate","pubmed"
"1413","Daniel P Ankeny, Phillip G Popovich","Central nervous system and non-central nervous system antigen vaccines exacerbate neuropathology caused by nerve injury.",2007,"The European journal of neuroscience",NA,"2021-01-18 11:26:34","Journal Article","10.1111/j.1460-9568.2007.05458.x","0953-816X",25,"Previously, we showed that autoimmune (central nervous system myelin-reactive) T cells exacerbate tissue damage and impair neurological recovery after spinal cord injury. Conversely, independent studies have shown T cell-mediated neuroprotection after spinal cord injury or facial nerve axotomy (FNAx). The antigen specificity of the neuroprotective T cells has not been investigated after FNAx. Here, we compared the neuroprotective capacity of autoimmune and non-autoimmune lymphocytes after FNAx. Prior to axotomy, C57BL/6 mice were immunized with myelin basic protein, myelin oligodendrocyte glycoprotein (MOG) or ovalbumin (a non-self antigen) emulsified in complete Freund's adjuvant (CFA). FNAx mice receiving injections of phosphate-buffered saline (PBS) only (unimmunized) or PBS/CFA emulsions served as controls. At 4 weeks after axotomy, bilateral facial motor neuron counts were obtained throughout the facial motor nucleus using unbiased stereology (optical fractionator). The data show that neuroantigen immunizations and 'generic' lymphocyte activation (e.g. PBS/CFA or ovalbumin/CFA immunizations) exacerbated neuron loss above that caused by FNAx alone. We also found that nerve injury potentiated the effector potential of autoimmune lymphocytes. Indeed, prominent forelimb and hindlimb motor deficits were accompanied by disseminated neuroinflammation and demyelination in FNAx mice receiving subencephalitogenic immunization with MOG. FNAx or neuroantigen (MOG or myelin basic protein) immunization alone did not cause these pathological changes. Thus, irrespective of the antigens used to trigger an immune response, neuropathology was enhanced when the immune system was primed in parallel with nerve injury. These data have important implications for therapeutic vaccination in clinical neurotrauma and neurodegeneration.","phosphate","pubmed"
"1414","Rebecca A Nishi, Hongli Liu, Yong Chu, Mark Hamamura, Min-Ying Su, Orhan Nalcioglu, Aileen J Anderson","Behavioral, histological, and ex vivo magnetic resonance imaging assessment of graded contusion spinal cord injury in mice.",2007,"Journal of neurotrauma",NA,"2021-01-18 11:26:34","Journal Article","10.1089/neu.2006.0204","0897-7151",24,"This study characterized the Infinite Horizon (IH) Impactor for use in mouse models of contusion spinal cord injury (SCI), and investigated the feasibility and reliability of using magnetic resonance imaging (MRI) as a method to accurately measure lesion volume after mouse contusion SCI. Eight-week-old female C57Bl/6 mice received a mild (30 kilodyne), moderate (50 kilodyne), or severe (70 kilodyne) contusion injury at the T9 vertebral level. Uninjured control mice received a T9 laminectomy only. Functional recovery was assessed using the Basso, Beattie, Bresnahan (BBB) and Basso Mouse Scale (BMS) open-field locomotor rating scales. Next, 4% paraformaldehyde-perfused spinal cords were collected between the T6 and T12 spinal roots, and stored in phosphate-buffered saline (PBS) at 4 degrees C until MRI analysis. MRI lesion volumes were determined using T1-weighted images on a 7-Tesla MRI. Histology was performed on 20-microm polyester wax-embedded sections processed from the same spinal cords for stereological determination of fibronectin lesion volume and myelin basic protein spared white matter volume. Area of spared white matter at the epicenter was also analyzed. The results demonstrated that the IH Impactor produced precise, graded contusion SCI in mice. Lesion volumes were positively correlated with force of impact, and negatively correlated with spared white matter and functional recovery. Additionally, similar lesion volumes were detected using fibronectin staining and MRI analysis, although MRI may be more sensitive for milder injuries. These results give researchers more options in how to analyze spinal cord injuries in animal models.","phosphate","pubmed"
"1415","Xiaofang Wu, Soonmoon Yoo, Jean R Wrathall","Real-time quantitative PCR analysis of temporal-spatial alterations in gene expression after spinal cord contusion.",2005,"Journal of neurochemistry",NA,"2021-01-18 11:26:34","Comparative Study","10.1111/j.1471-4159.2005.03078.x","0022-3042",93,"Rat spinal cord contusion injury models the histopathology associated with much clinical spinal cord injury (SCI). Studies on altered gene expression after SCI in these models may identify therapeutic targets for reducing secondary injury after the initial trauma and/or enhancing recovery processes. However, complex spatial and temporal alterations after injury could complicate interpretation of changes in gene expression. To test this hypothesis, we selected six genes and studied their temporal and spatial patterns of expression at 1 h, 1, 3 and 7 days after a standardized spinal cord contusion produced by a weight drop device (10 g x 25 mm at T8). Real-time RT-PCR using TaqMan probes was employed to quantify mRNA for proteolipid protein, glyceraldehyde-3-phosphate dehydrogenase, glial fibrillary acidic protein, nestin, and the GluR2 and NR1 subunits of glutamate receptors. We found widely different temporal and spatial patterns of altered gene expression after SCI, including instances of opposing up- and down-regulation at different locations in tissue immediately adjacent to the injury site. We conclude that greater use of the reliable and extremely sensitive technique of quantitative real-time PCR for regional tissue analysis is important for understanding the altered gene expression that occurs after CNS trauma.","phosphate","pubmed"
"1416","Xiaohai Wang, Gregory Arcuino, Takahiro Takano, Jane Lin, Wei Guo Peng, Pinglan Wan, Pingjia Li, Qiwu Xu, Qing Song Liu, Steven A Goldman, Maiken Nedergaard","P2X7 receptor inhibition improves recovery after spinal cord injury.",2004,"Nature medicine",NA,"2021-01-18 11:26:34","Comparative Study","10.1038/nm1082","1078-8956",10,"Secondary injury exacerbates the extent of spinal cord insults, yet the mechanistic basis of this phenomenon has largely been unexplored. Here we report that broad regions of the peritraumatic zone are characterized by a sustained process of pathologic, high ATP release. Spinal cord neurons expressed P2X7 purine receptors (P2X7R), and exposure to ATP led to high-frequency spiking, irreversible increases in cytosolic calcium and cell death. To assess the potential effect of P2X7R blockade in ameliorating acute spinal cord injury (SCI), we delivered P2X7R antagonists OxATP or PPADS to rats after acute impact injury. We found that both OxATP and PPADS significantly improved functional recovery and diminished cell death in the peritraumatic zone. These observations demonstrate that SCI is associated with prolonged purinergic receptor activation, which results in excitotoxicity-based neuronal degeneration. P2X7R antagonists inhibit this process, reducing both the histological extent and functional sequelae of acute SCI.","phosphate","pubmed"
"1417","Mercedes Zurita, Jesús Vaquero","Functional recovery in chronic paraplegia after bone marrow stromal cells transplantation.",2004,"Neuroreport",NA,"2021-01-18 11:26:34","Comparative Study","10.1097/00001756-200405190-00004","0959-4965",15,"Previous reports showed the therapeutic effect of transplants of bone marrow stromal cells (BMSC) after incomplete traumatic spinal cord lesions. We studied the effect of this form of therapy in chronically paraplegic Wistar rats due to severe spinal cord injury (SCI). Rats were subjected to weight-drop impact causing paraplegia, and BMSC or phosphate buffered saline (PBS) was injected into spinal cord 3 months after injury. Functional outcome was measured using the Basso-Beattie-Bresnehan score until sacrifice of the animals, 4 weeks after transplantation. At this time, samples of spinal cord tissue were studied histologically. The results showed a clear and progressive functional recovery of the animals treated with BMSC transplantation, compared to controls. Grafted BMSC survived into spinal cord tissue, forming cell bridges within the traumatic centromedullary cavity. In this tissue, cells expressing neuronal and astroglial markers can be seen, together with a marked ependymal proliferation, showing nestin-positivity. These findings suggest the utility of BMSC transplantation in chronically established paraplegia.","phosphate","pubmed"
"1418","Yu-Shang Lee, Ram K Sindhu, Ching-Yi Lin, Ashkan Ehdaie, Vernon W Lin, Nosratola D Vaziri","Effects of nerve graft on nitric oxide synthase, NAD(P)H oxidase, and antioxidant enzymes in chronic spinal cord injury.",2004,"Free radical biology & medicine",NA,"2021-01-18 11:26:34","Journal Article","10.1016/j.freeradbiomed.2003.11.006","0891-5849",36,"Oxidative stress and nitrosative stress play important roles in the pathogenesis of secondary spinal cord injury. Recently, we demonstrated that peripheral nerve grafts (PNG) with acidic fibroblast growth factor (aFGF) partially restore hind limb locomotion in adult rats with completely transected spinal cords. This study investigated the protein abundances of the superoxide (O2*)-generating enzyme nicotinamide adenine dinucleotide (phosphate) oxidase (NAD(P)H oxidase; gp91phox subunit), nitric oxide synthases (NOS), antioxidant enzymes, superoxide dismutases (Cu Zn SOD, Mn SOD), catalase, and glutathione peroxidase (GPX) as well as nitrotyrosine in the spinal cord tissue 4 months after spinal cord transection in rats with and without PNG and aFGF. The protein abundances of the gp91phox subunit of NAD(P)H oxidase, Mn SOD, catalase, GPX, eNOS, and nitrotyrosine were significantly upregulated, whereas Cu Zn SOD and nNOS were unchanged in the injury group compared to the sham controls. The nerve graft with aFGF treated group showed significantly better hind limb locomotion recovery than the injury group. Although the protein abundances of gp91phox, nitrotyrosine, and Cu Zn SOD were similar in the treated group (nerve graft with aFGF) compared to the injury group, Mn SOD, GPX, catalase, and eNOS protein abundances were significantly higher, whereas nNOS was markedly lower in the treated group. We conclude that the combination of nerve graft and aFGF enhances the local antioxidant defense system after spinal cord transection in rats.","phosphate","pubmed"
"1419","Chanland Roonprapunt, Wencheng Huang, Ray Grill, David Friedlander, Martin Grumet, Suzhen Chen, Melitta Schachner, Wise Young","Soluble cell adhesion molecule L1-Fc promotes locomotor recovery in rats after spinal cord injury.",2003,"Journal of neurotrauma",NA,"2021-01-18 11:26:34","Comparative Study","10.1089/089771503322385809","0897-7151",20,"Previous studies suggest that the cell adhesion molecule L1 promotes neurite growth by neutralizing white matter associated inhibitors of axonal growth. We made a soluble chimeric dimer by linking mouse L1 to human Fc. This L1-Fc construct (40 microg/mL) markedly facilitated neurite outgrowth, as well as neuronal adhesion to white matter on frozen sections of spinal cord. We applied L1-Fc intrathecally (200 microg/mL at 0.5 microL/h) to rat spinal cords for 2 weeks after a 25-mm weight drop contusion of the T13 spinal cord. Initial experiments indicated that L1-Fc is present in the spinal cord after 2 weeks of intrathecal infusion and significantly improved locomotor recovery by 6-12 weeks after injury. We then randomized 45 rats to intrathecal infusion of L1-Fc (L1), phosphate-buffered saline controls (PBS), and a mouse monoclonal IgM antibody (M1). By 12 weeks after injury, L1-treated rats recovered significantly (p < 0.005) better locomotor function (BBB score 10.57 +/- 0.25, n = 14) than PBS-treated rats (BBB score 9.00 +/- 0.33, n = 14) or M1-treated (BBB score 8.71 +/- 0.16, n = 14). Only two rats of 22 treated with saline recovered weight-supported ambulation. Of 20 L1-Fc-treated rats, however, 18 recovered weight-supported walking by 12 weeks. The L1-Fc-treated rats also showed more consistent hindlimb contact placing than saline controls. We injected biotinylated dextran amine (BDA) into the motor cortices of 14 rats treated with L1-Fc to label corticospinal axons, comparing these with 13 rats treated with saline. In saline-treated rats, BDA-labeled corticospinal axons often grew up to the impact edge and occasionally into the impact site. L1-treated rats showed longer corticospinal tract growth at the injury site. Three rats had BDA-labeled axons that extended beyond the impact center. One L1-Fc-treated rat showed axonal extension and synapse formation in cord distal to the injury. These results indicate that soluble L1-Fc promotes axonal growth and functional recovery after spinal cord injury. However, the limited corticospinal tract growth across the injury site cannot account for the observed locomotor recovery. Thus, L1 may be stimulating growth of other motor tracts or protecting axons and neurons. More studies are required to elucidate the mechanisms of L1-Fc-induced locomotor recovery.","phosphate","pubmed"
"1420","S González, F Labombarda, M C Gonzalez Deniselle, F E Saravia, P Roig, A F De Nicola","Glucocorticoid effects on Fos immunoreactivity and NADPH-diaphorase histochemical staining following spinal cord injury.",2001,"Brain research",NA,"2021-01-18 11:26:34","Journal Article","10.1016/s0006-8993(01)02717-2","0006-8993",912,"Glucocorticoids (GC) provide neuroprotection and early recovery after spinal cord injury (SCI). While several mechanisms were proposed to account for these effects, limited information exists regarding GC actions in sensory areas of the spinal cord. Presently, we studied the time course of Fos expression, and reduced nicotinamide adenine dinucleotide phosphate-diaphorase (NADPH-d) histochemical staining to monitor neuronal responses to SCI with or without GC treatment. Rats with sham-operation or transection at the thoracic level (T7-T8) received vehicle or 5 mg/kg of the GC dexamethasone (DEX) at 5 min post-lesion and were sacrificed 2 or 4 h after surgery. Another group of SCI rats received vehicle or intensive DEX treatment (5 min, 6 h, 18 h and 46 h post-lesion) and were sacrificed 48 h after surgery. The number of NADPH-d positive neurons or Fos immunoreactive nuclei was studied by computer-assisted image analysis in superficial dorsal horn (Laminae I-III) and central canal area (Lamina X) below the lesion. While constitutive Fos immunoreactive nuclei were sparse in controls, SCI increased Fos expression at 2 and 4 h after injury. DEX treatment significantly enhanced the number of Fos positive nuclei in Laminae I-III by 4 h after transection, although the response was not maintained by intensive steroid treatment when tested at 48 h after SCI. NADPH-d positive neurons in Laminae I-III increased at 2 and 4 h after SCI while a delayed increased was found in central canal area (Lamina X). DEX treatment decreased NADPH-d positive neurons to sham-operated levels at all time points examined. Thus, while GC stimulation of Fos suggests activation of neurons involved in sympathetic outflow and/or pain, down-regulation of NADPH-d indicates attenuation of nociceptive outflow, considering the role of enzyme-derived nitric oxide in pain-related mechanisms. Differential hormonal effects on these molecules agree with their localization in different cell populations.","phosphate","pubmed"
"1421","T Chikawa, T Ikata, S Katoh, Y Hamada, K Kogure, K Fukuzawa","Preventive effects of lecithinized superoxide dismutase and methylprednisolone on spinal cord injury in rats: transcriptional regulation of inflammatory and neurotrophic genes.",2001,"Journal of neurotrauma",NA,"2021-01-18 11:26:34","Journal Article","10.1089/089771501750055802","0897-7151",18,"The effects of lecithinized superoxide dismutase (PC-SOD) and/or methylpredisolone (MP) in preventing secondary pathological changes after spinal cord injury (SCI) were investigated in rats with reference to recovery of hindlimb motor function and expression of mRNA of pro-inflammatory and neurotrophic genes. Hindlimb motor function was assessed as the BBB open field locomotor scores. The BBB scores of three groups treated with either PC-SOD (40,000 units/kg), MP (30 mg/kg), or a combination of PC-SOD and MP (PC-SOD+MP) increased with time until 3 days after SCI, and were significantly higher than that of the control group (p < 0.05). Thereafter, the score of the PC-SOD group increased, whereas that of the MP group showed a temporary decrease from day 3 to 5 and then it gradually recovered. The scores in all groups reached a plateau about 18 days after SCI. The PC-SOD+MP group did not show a synergism but a tendency similar to that of the MP group. PC-SOD and MP had down-regulatory effects on mRNA expression of pro-inflammatory substances such as interleukin-1beta (IL-1beta), intercellular adhesion molecule-1 (ICAM-1), and inducible-nitric oxide synthetase (i-NOS) after spinal cord compression at 3, 6, and 24 h, respectively, as judged by a semiquantitative reverse transcription-polymerase chain reaction and on the lipid peroxide (LPO) level 1 h after injury as determined by thiobarbituric acid-reactive substances. The suppression of pro-inflammatory genes expression, especially IL-1beta were greater in the MP group than in the PC-SOD group, while suppression of LPO level was similar in these two groups. PC-SOD+MP treatment augmented the suppression of all three pro-inflammatory genes expression and the decrease of the LPO level. The level of neurotrophin-3 (NT-3) mRNA increased from 6 h after SCI and reached a maximum after 48 h. NT-3 mRNA level was enhanced by PC-SOD treatment, but not by MP treatment. Thus, the effect of MP in suppressing these pro-inflammatory genes expression was more than that of PC-SOD. The difference in motor function in the early and later stage may be partially due to differences in expression of IL-1beta and NT-3 after either treatment, through an IL-1beta-dependent or NT-3-mediated repair response.","phosphate","pubmed"
"1422","M Chopp, X H Zhang, Y Li, L Wang, J Chen, D Lu, M Lu, M Rosenblum","Spinal cord injury in rat: treatment with bone marrow stromal cell transplantation.",2000,"Neuroreport",NA,"2021-01-18 11:26:34","Journal Article","10.1097/00001756-200009110-00035","0959-4965",11,"We tested the hypothesis that transplantation of bone marrow stromal cells (MSCs) into the spinal cord after a contusion injury promotes functional outcome. Rats (n = 31) were subjected to a weight driven implant injury. MSCs or phosphate buffered saline was injected into the spinal cord 1 week after injury. Sections of tissue were analyzed by double-labeled immunohistochemistry for MSC identification. Functional outcome measurements using the Basso-Beattie-Bresnehan score were performed weekly to 5 weeks post-injury. The data indicate significant improvement in functional outcome in animals treated with MSC transplantation compared to control animals. Scattered cells derived from MSCs expressed neural protein markers. These data suggest that transplantation of MSCs may have a therapeutic role after spinal cord injury.","phosphate","pubmed"
"1423","T Fujimoto, T Nakamura, T Ikeda, Y Taoka, K Takagi","Effects of EPC-K1 on lipid peroxidation in experimental spinal cord injury.",2000,"Spine",NA,"2021-01-18 11:26:34","Journal Article","10.1097/00007632-200001010-00006","0362-2436",25,"A study in which levels of lipid peroxidation were measured, the thiobarbituric acid-reactive substances were estimated in an experimental rat model, and the recovery was assessed. To ascertain the occurrence of thiobarbituric acid-reactive substances in the damaged spinal cord, and to investigate the effectiveness of a hydroxyl radical scavenger EPC-K1, a phosphate diester linkage of vitamins E and C, in attenuating the severity of spinal cord injury. Lipid peroxidation has been reported to play an important role in spinal cord injury. There is no report on the use of EPC-K1 to attenuate the severity of spinal cord injury in either animal or human studies. Spinal cord injury was induced by placing a 25-g weight on T12, and the animals were divided into six groups. Group 1 (sham) received only laminectomy. Group 2 (control) received spinal cord injury. Group 3 received EPC-K1 5 minutes before injury. Group 4 received it 5 minutes after injury. Group 5 received it 3 hours after injury. Group 6 received it five times, respectively: at 5 minutes, then 1, 2, 3, and 4 hours after injury. The levels of thiobarbituric acid-reactive substances were measured in the spinal cord, and the recovery was assessed. The thiobarbituric acid-reactive substances content increased after injury, with two peaks, at 1 and 4 hours. Concentration at the 4-hour peak was lower in nitrogen mustard-induced leukocytopenia rats than in the control rats. The EPC-K1 injection reduced thiobarbituric acid-reactive substances content at 1 and 4 hours after injury in Group 3 (respectively, 34.3% and 42.7% vs. control) and only that at 4 hours in Group 6 (24.9% vs. control). Motor function recovery and histologic findings were better in these two groups than in Group 2. Repeated injection of EPC-K1 attenuated the severity of spinal cord injury.","phosphate","pubmed"
