"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"1734","S. Fukuda","Cerebral protection",2007,"British Journal of Anaesthesia",NA,"2021-01-16 15:33:13","Review","10.1093/bja/aem140","0007-0912",99,NA,"glucose","scopus"
"1735","W.T. Plunet","Dietary restriction started after spinal cord injury improves functional recovery",2008,"Experimental Neurology",NA,"2021-01-16 15:33:13","Article","10.1016/j.expneurol.2008.04.011","0014-4886",213,NA,"glucose","scopus"
"1736","A. Kramer","Optimal glycemic control in neurocritical care patients: A systematic review and meta-analysis",2012,"Critical Care",NA,"2021-01-16 15:33:13","Article","10.1186/cc11812","1364-8535",16,NA,"glucose","scopus"
"1737","H. Zhang","Nerve growth factor improves functional recovery by inhibiting endoplasmic reticulum stress-induced neuronal apoptosis in rats with spinal cord injury",2014,"Journal of Translational Medicine",NA,"2021-01-16 15:33:13","Article","10.1186/1479-5876-12-130","1479-5876",12,NA,"glucose","scopus"
"1738","D. Anderson","Spinal cord energy metabolism following compression trauma to the feline spinal cord",1980,"Journal of Neurosurgery",NA,"2021-01-16 15:33:13","Article","10.3171/jns.1980.53.3.0375","0022-3085",53,NA,"glucose","scopus"
"1739","H.Y. Zhang","Exogenous Basic Fibroblast Growth Factor Inhibits ER Stress-Induced Apoptosis and Improves Recovery from Spinal Cord Injury",2013,"CNS Neuroscience and Therapeutics",NA,"2021-01-16 15:33:13","Article","10.1111/cns.12013","1755-5930",19,NA,"glucose","scopus"
"1740","S.M. Onifer","Plasticity After Spinal Cord Injury: Relevance to Recovery and Approaches to Facilitate It",2011,"Neurotherapeutics",NA,"2021-01-16 15:33:13","Review","10.1007/s13311-011-0034-4","1933-7213",8,NA,"glucose","scopus"
"1741","J. Lee","Fluoxetine inhibits matrix metalloprotease activation and prevents disruption of blood-spinal cord barrier after spinal cord injury",2012,"Brain",NA,"2021-01-16 15:33:13","Article","10.1093/brain/aws171","0006-8950",135,NA,"glucose","scopus"
"1742","C. Etz","Paraplegia after extensive thoracic and thoracoabdominal aortic aneurysm repair: Does critical spinal cord ischemia occur postoperatively?",2008,"Journal of Thoracic and Cardiovascular Surgery",NA,"2021-01-16 15:33:13","Article","10.1016/j.jtcvs.2007.11.002","0022-5223",135,NA,"glucose","scopus"
"1743","C. Hafer-Macko","Skeletal muscle changes after hemiparetic stroke and potential beneficial effects of exercise intervention strategies",2008,"Journal of Rehabilitation Research and Development",NA,"2021-01-16 15:33:13","Review","10.1682/JRRD.2007.02.0040","0748-7711",45,NA,"glucose","scopus"
"1744","T. Gordon","The basis for diminished functional recovery after delayed peripheral nerve repair",2011,"Journal of Neuroscience",NA,"2021-01-16 15:33:13","Article","10.1523/JNEUROSCI.6156-10.2011","0270-6474",31,NA,"glucose","scopus"
"1745","J. Kim","Nogo-66 receptor prevents raphespinal and rubrospinal axon regeneration and limits functional recovery from spinal cord injury",2004,"Neuron",NA,"2021-01-16 15:33:13","Article","10.1016/j.neuron.2004.10.015","0896-6273",44,NA,"glucose","scopus"
"1746","L. Wu","Regional cerebral metabolic levels and turnover in awake rats after acute or chronic spinal cord injury",2020,"FASEB Journal",NA,"2021-01-16 15:34:06","Article","10.1096/fj.202000447R","0892-6638",34,NA,"glutamine","scopus"
"1747","K. Bagherzadeh","Chondrotinase ABC I thermal stability is enhanced by site-directed mutagenesis: a molecular dynamic simulations approach",2018,"Journal of Biomolecular Structure and Dynamics",NA,"2021-01-16 15:34:06","Article","10.1080/07391102.2017.1294110","0739-1102",36,NA,"glutamine","scopus"
"1748","J. Guo","Transplantation of activated olfactory ensheathing cells by curcumin strengthens regeneration and recovery of function after spinal cord injury in rats",2020,"Cytotherapy",NA,"2021-01-16 15:34:06","Article","10.1016/j.jcyt.2020.03.002","1465-3249",22,NA,"glutamine","scopus"
"1749","R. Subbarayan","Human gingival derived neuronal cells in the optimized caffeic acid hydrogel for hemitransection spinal cord injury model",2020,"Journal of Cellular Biochemistry",NA,"2021-01-16 15:34:06","Article","10.1002/jcb.29452","0730-2312",121,NA,"glutamine","scopus"
"1750","M. Matsumoto","Glutamine synthetase protects the spinal cord against hypoxia-induced and GABA<inf>A</inf> receptor-activated axonal depressions",2008,"Surgical Neurology",NA,"2021-01-16 15:34:06","Article","10.1016/j.surneu.2007.07.011","0090-3019",70,NA,"glutamine","scopus"
"1751","W. Shi","Overexpression of TG2 enhances the differentiation of ectomesenchymal stem cells into neuron-like cells and promotes functional recovery in adult rats following spinal cord injury",2019,"Molecular Medicine Reports",NA,"2021-01-16 15:34:06","Article","10.3892/mmr.2019.10502","1791-2997",20,NA,"glutamine","scopus"
"1752","A. Monteagudo","Depletion of astrocytic transglutaminase 2 improves injury outcomes",2018,"Molecular and Cellular Neuroscience",NA,"2021-01-16 15:34:06","Article","10.1016/j.mcn.2018.06.007","1044-7431",92,NA,"glutamine","scopus"
"1753","J. Wang","Scar Tissue-Targeting Polymer Micelle for Spinal Cord Injury Treatment",2020,"Small",NA,"2021-01-16 15:34:06","Article","10.1002/smll.201906415","1613-6810",16,NA,"glutamine","scopus"
"1754","Y. Xu","Differentiation of bone marrow derived mesenchymal stem cells into oligodendrocytes",2008,"Journal of Clinical Rehabilitative Tissue Engineering Research",NA,"2021-01-16 15:34:06","Article","","1673-8225",12,NA,"glutamine","scopus"
"1755","S. Kang","Baicalin effects on rats with spinal cord injury by anti-inflammatory and regulating the serum metabolic disorder",2018,"Journal of Cellular Biochemistry",NA,"2021-01-16 15:34:06","Article","10.1002/jcb.27136","0730-2312",119,NA,"glutamine","scopus"
"1756","C. Chamney","Effects of glutamine supplementation on muscle function and stress responses in a mouse model of spinal cord injury",2013,"Experimental Physiology",NA,"2021-01-16 15:34:06","Article","10.1113/expphysiol.2012.069658","0958-0670",98,NA,"glutamine","scopus"
"1757","J.D. Golding","The effect of glutamine on locomotor performance and skeletal muscle myosins following spinal cord injury in rats",2006,"Journal of Applied Physiology",NA,"2021-01-16 15:34:06","Article","10.1152/japplphysiol.00428.2006","8750-7587",101,NA,"glutamine","scopus"
"1758","Q. Tai","Ultrastructural characteristics of glutamatergic and GABAergic terminals in cat lamina IX before and after spinal cord injury",1997,"Journal of Spinal Cord Medicine",NA,"2021-01-16 15:34:06","Article","10.1080/10790268.1997.11719481","1079-0268",20,NA,"glutamine","scopus"
"1759","M. Farooque","Effects of moderate hypothermia on extracellular lactic acid and amino acids after severe compression injury of rat spinal cord",1997,"Journal of Neurotrauma",NA,"2021-01-16 15:34:06","Article","10.1089/neu.1997.14.63","0897-7151",14,NA,"glutamine","scopus"
"1760","B.K. Puri","The human motor cortex after incomplete spinal cord injury: An investigation using proton magnetic resonance spectroscopy",1998,"Journal of Neurology Neurosurgery and Psychiatry",NA,"2021-01-16 15:34:06","Article","10.1136/jnnp.65.5.748","0022-3050",65,NA,"glutamine","scopus"
"1761","M. Schwartz","Optic nerve crush: Protection and regeneration",2004,"Brain Research Bulletin",NA,"2021-01-16 15:34:06","Conference Paper","10.1016/S0361-9230(03)00076-5","0361-9230",62,NA,"glutamine","scopus"
"1762","P. Demediuk","Effect of Impact Trauma on Neurotransmitter and Nonneurotransmitter Amino Acids in Rat Spinal Cord",1989,"Journal of Neurochemistry",NA,"2021-01-16 15:34:06","Article","10.1111/j.1471-4159.1989.tb09204.x","0022-3042",52,NA,"glutamine","scopus"
"1763","A.J. Minnema","SCING - Spinal Cord Injury Neuroprotection with Glyburide: A pilot, open-label, multicentre, prospective evaluation of oral glyburide in patients with acute traumatic spinal cord injury in the USA",2019,"BMJ Open",NA,"2021-01-16 15:34:24","Article","10.1136/bmjopen-2019-031329","2044-6055",9,NA,"glyburide","scopus"
"1764","N. Jeffery","Pharmacokinetics and safety of oral glyburide in dogs with acute spinal cord injury",2018,"PeerJ",NA,"2021-01-16 15:34:24","Article","10.7717/peerj.4387","2167-8359",2018,NA,"glyburide","scopus"
"1765","E. Redondo-Castro","Phagocytic microglial phenotype induced by glibenclamide improves functional recovery but worsens hyperalgesia after spinal cord injury in adult rats",2013,"European Journal of Neuroscience",NA,"2021-01-16 15:34:24","Article","10.1111/ejn.12382","0953-816X",38,NA,"glyburide","scopus"
"1766","P. Popovich","Independent evaluation of the effects of glibenclamide on reducing progressive hemorrhagic necrosis after cervical spinal cord injury",2012,"Experimental Neurology",NA,"2021-01-16 15:34:24","Article","10.1016/j.expneurol.2010.11.016","0014-4886",233,NA,"glyburide","scopus"
"1767","J. Jeon","The effect of long-term oral dantrolene on the neuromuscular action of rocuronium",2014,"Korean Journal of Anesthesiology",NA,"2021-01-16 15:38:37","Article","10.4097/kjae.2014.66.2.153","2005-6419",66,NA,"glycopyrronium","scopus"
"1768","J. Harnie","The recovery of standing and locomotion after spinal cord injury does not require task-specific training",2019,"eLife",NA,"2021-01-16 15:38:37","Article","10.7554/eLife.50134","2050-084X",8,NA,"glycopyrronium","scopus"
"1769","S. Tandon","Complete reorganization of the motor cortex of adult rats following long-term spinal cord injuries",2013,"European Journal of Neuroscience",NA,"2021-01-16 15:38:37","Article","10.1111/ejn.12218","0953-816X",38,NA,"glycopyrronium","scopus"
"1770","F. Dillon","Electromyographic (EMG) Neuromonitoring in Otolaryngology-Head and Neck Surgery",2010,"Anesthesiology Clinics",NA,"2021-01-16 15:38:37","Review","10.1016/j.anclin.2010.07.011","1932-2275",28,NA,"glycopyrronium","scopus"
"1771","M. Markandaya","Acute treatment options for spinal cord injury",2012,"Current Treatment Options in Neurology",NA,"2021-01-16 15:38:37","Article","10.1007/s11940-011-0162-5","1092-8480",14,NA,"glycopyrronium","scopus"
"1772","A. Rabchevsky","Pharmacological interventions for spinal cord injury: Where do we stand? How might we step forward?",2011,"Pharmacology and Therapeutics",NA,"2021-01-16 15:38:37","Review","10.1016/j.pharmthera.2011.05.001","0163-7258",132,NA,"glycopyrronium","scopus"
"1773","E. Leung","Superimposed Guillain-Barré Syndrome (GBS) in pediatric hypoxic brain injury",2020,"Journal of Pediatric Rehabilitation Medicine",NA,"2021-01-16 15:39:48","Article","10.3233/PRM-180562","1874-5393",13,NA,"haloperidol","scopus"
"1774","V. Fanelli","Anesthetic optimization for nonheartbeating donors",2010,"Current Opinion in Anaesthesiology",NA,"2021-01-16 15:39:48","Review","10.1097/ACO.0b013e3283395352","0952-7907",23,NA,"haloperidol","scopus"
"1775","H. Barbeau","Enhancement of locomotor recovery followlng spinal cord injury",1994,"Current Opinion in Neurology",NA,"2021-01-16 15:39:48","Review","10.1097/00019052-199412000-00008","1350-7540",7,NA,"haloperidol","scopus"
"1776","A. Ward","Dantrolene: A Review of Its Pharmacodynamic and Pharmacokinetic Properties and Therapeutic Use in Malignant Hyperthermia, the Neuroleptic Malignant Syndrome and an Update of Its Use in Muscle Spasticity",1986,"Drugs",NA,"2021-01-16 15:39:48","Article","10.2165/00003495-198632020-00003","0012-6667",32,NA,"haloperidol","scopus"
"1777","S. Bahadır","Anterior Spinal Artery Syndrome: Rare Precedented Reason of Postoperative Plegia After Spinal Deformity Surgery: Report of 2 Cases",2020,"World Neurosurgery",NA,"2021-01-16 15:40:08","Article","10.1016/j.wneu.2020.05.216","1878-8750",141,NA,"heparin","scopus"
"1778","X. Hu","Thermosensitive heparin-poloxamer hydrogel encapsulated bFGF and NGF to treat spinal cord injury",2020,"Journal of Cellular and Molecular Medicine",NA,"2021-01-16 15:40:08","Article","10.1111/jcmm.15478","1582-1838",24,NA,"heparin","scopus"
"1779","C. Zongrui","Collagen/heparin sulfate scaffold combined with neural stem cells promote motor function recovery after spinal cord injury",2019,"Chinese Journal of Tissue Engineering Research",NA,"2021-01-16 15:40:08","Article","10.3969/j.issn.2095-4344.1445","2095-4344",23,NA,"heparin","scopus"
"1780","P.I. Morgado","In situ injectable hydrogels for spinal cord regeneration: Advances from the last 10 years",2020,"Biomedical Physics and Engineering Express",NA,"2021-01-16 15:40:08","Review","10.1088/2057-1976/ab52e8","2057-1976",6,NA,"heparin","scopus"
"1781","X. Jiang","Effect of ferulate-heparin-poloxamer thermosensitive hydrogels on nerve regeneration in rats with spinal cord injury",2019,"Chinese Pharmacological Bulletin",NA,"2021-01-16 15:40:08","Article","10.3969/j.issn.1001-1978.2019.11.014","1001-1978",35,NA,"heparin","scopus"
"1782","A. Manché","Traumatic rupture of the aorta: A case report and discussion of clinical features",2012,"Malta Medical Journal",NA,"2021-01-16 15:40:08","Article","","1813-3339",24,NA,"heparin","scopus"
"1783","Z. Deng","Evidence-based treatment for acute spinal cord injury",2011,"Neural Regeneration Research",NA,"2021-01-16 15:40:08","Review","","1673-5374",6,NA,"heparin","scopus"
"1784","K. Tanaka","Intracerebral hemorrhage due to cerebral venous thrombosis during posterior cervical decompression and fusion for traumatic cervical cord injury: A case report",2019,"Medicine",NA,"2021-01-16 15:40:08","Article","10.1097/MD.0000000000015531","1536-5964",98,NA,"heparin","scopus"
"1785","T.M. Kessler","Early neurological care of patients with spinal cord injury",2018,"World Journal of Urology",NA,"2021-01-16 15:40:08","Article","10.1007/s00345-018-2343-2","0724-4983",36,NA,"heparin","scopus"
"1786","L. Fairfax","Vena Cava Interruption",2011,"Critical Care Clinics",NA,"2021-01-16 15:40:08","Review","10.1016/j.ccc.2011.07.002","0749-0704",27,NA,"heparin","scopus"
"1787","J.M. Bellingham","Successful Kidney Transplantation from a Donation After Cardiac Death Donor With an Ileal Conduit",2009,"Transplantation Proceedings",NA,"2021-01-16 15:40:08","Article","10.1016/j.transproceed.2009.09.063","0041-1345",41,NA,"heparin","scopus"
"1788","M. Abdelfatah","The walking recovery one year after surgical management of thoracolumbar burst fracture in paraplegic patients",2017,"Neurologia Medico-Chirurgica",NA,"2021-01-16 15:40:08","Article","10.2176/nmc.oa.2017-0017","0470-8105",57,NA,"heparin","scopus"
"1789","B.E. Gençosmanoǧlu","Spinal cord injury caused by gunshot wound during pregnancy",2001,"Journal of Spinal Cord Medicine",NA,"2021-01-16 15:40:08","Article","10.1080/10790268.2001.11753568","1079-0268",24,NA,"heparin","scopus"
"1790","A. Taneja","Initial Management of the Patient With Cervical Spine Injury",2013,"Seminars in Spine Surgery",NA,"2021-01-16 15:40:08","Article","10.1053/j.semss.2012.07.005","1040-7383",25,NA,"heparin","scopus"
"1791","Y. Zheng","Effect of heparin following cervical spinal cord injuries in rats",2011,"Neurosurgery",NA,"2021-01-16 15:40:08","Article","10.1227/NEU.0b013e3182241f3b","0148-396X",69,NA,"heparin","scopus"
"1792","S. Lopez","Intrathecal bupivacaine protects against extension of lesions in an acute photochemical spinal cord injury model",2004,"Canadian Journal of Anesthesia",NA,"2021-01-16 15:40:08","Article","10.1007/BF03018241","0832-610X",51,NA,"heparin","scopus"
"1793","H. Breivik","Reducing risk of spinal haematoma from spinal and epidural pain procedures",2018,"Scandinavian Journal of Pain",NA,"2021-01-16 15:40:08","Review","10.1515/sjpain-2018-0041","1877-8860",18,NA,"heparin","scopus"
"1794","C. Wang","An injectable heparin-Laponite hydrogel bridge FGF4 for spinal cord injury by stabilizing microtubule and improving mitochondrial function",2019,"Theranostics",NA,"2021-01-16 15:40:08","Article","10.7150/thno.37601","1838-7640",9,NA,"heparin","scopus"
"1795","G. McCanney","Low sulfated heparins target multiple proteins for central nervous system repair",2019,"GLIA",NA,"2021-01-16 15:40:08","Article","10.1002/glia.23562","0894-1491",67,NA,"heparin","scopus"
"1796","H. Griffiths","The clinical application of bone mineral analysis",1978,"Skeletal Radiology",NA,"2021-01-16 15:40:08","Article","10.1007/BF00365105","0364-2348",3,NA,"heparin","scopus"
"1797","L. Buchanan","Spinal cord injury: a ten-year report.",1990,"Pennsylvania medicine",NA,"2021-01-16 15:40:08","Article","","0031-4595",93,NA,"heparin","scopus"
"1798","G. Loers","Identification and characterization of synthetic chondroitin-4-sulfate binding peptides in neuronal functions",2019,"Scientific Reports",NA,"2021-01-16 15:40:08","Article","10.1038/s41598-018-37685-2","2045-2322",9,NA,"heparin","scopus"
"1799","Y.Z. Zhao","Thermosensitive heparin-poloxamer hydrogels enhance the effects of GDNF on neuronal circuit remodeling and neuroprotection after spinal cord injury",2017,"Journal of Biomedical Materials Research - Part A",NA,"2021-01-16 15:40:08","Article","10.1002/jbm.a.36134","1549-3296",105,NA,"heparin","scopus"
"1800","S. Richard","Unilateral posterior cervical spinal cord infarction due to spontaneous vertebral artery dissection",2014,"Journal of Spinal Cord Medicine",NA,"2021-01-16 15:40:08","Article","10.1179/2045772313Y.0000000125","1079-0268",37,NA,"heparin","scopus"
"1801","B.M. Rauck","Biocompatibility of a coacervate-based controlled release system for protein delivery to the injured spinal cord",2015,"Acta Biomaterialia",NA,"2021-01-16 15:40:08","Article","10.1016/j.actbio.2014.09.037","1742-7061",11,NA,"heparin","scopus"
"1802","E.K. Jensen","Medication before and after a spinal cord lesion",2014,"Spinal Cord",NA,"2021-01-16 15:40:08","Article","10.1038/sc.2014.20","1362-4393",52,NA,"heparin","scopus"
"1803","A. Sotoudeh","The influence of low-level laser irradiation on spinal cord injuries following ischemia–reperfusion in rats",2015,"Acta Cirurgica Brasileira",NA,"2021-01-16 15:40:08","Article","10.1590/S0102-865020150090000005","0102-8650",30,NA,"heparin","scopus"
"1804","D. Binder","Spinal Epidural Hematoma",2004,"Neurosurgery Quarterly",NA,"2021-01-16 15:40:08","Article","10.1097/00013414-200403000-00009","1050-6438",14,NA,"heparin","scopus"
"1805","D. Shin","Co-transplantation of bone marrow-derived mesenchymal stem cells and nanospheres containing FGF-2 improve cell survival and neurological function in the injured rat spinal cord",2014,"Acta Neurochirurgica",NA,"2021-01-16 15:40:08","Article","10.1007/s00701-013-1963-y","0001-6268",156,NA,"heparin","scopus"
"1806","J. Yue","Update on critical care for acute spinal cord injury in the setting of polytrauma",2017,"Neurosurgical Focus",NA,"2021-01-16 15:40:08","Article","10.3171/2017.7.FOCUS17396","1092-0684",43,NA,"heparin","scopus"
"1807","A. Sönmez","Erythropoietin attenuates neuronal injury and potentiates the expression of pCREB in anterior horn after transient spinal cord ischemia in rats",2007,"Surgical Neurology",NA,"2021-01-16 15:40:08","Article","10.1016/j.surneu.2006.11.045","0090-3019",68,NA,"heparin","scopus"
"1808","L. Boudaoud","Endothelial fibrinolytic reactivity and the risk of deep venous thrombosis after spinal cord injury",1997,"Spinal Cord",NA,"2021-01-16 15:40:08","Article","10.1038/sj.sc.3100373","1362-4393",35,NA,"heparin","scopus"
"1809","L. Luo","Effects of transplanted heparin-poloxamer hydrogel combining dental pulp stem cells and bFGF on spinal cord injury repair",2018,"Stem Cells International",NA,"2021-01-16 15:40:08","Article","10.1155/2018/2398521","1687-9678",2018,NA,"heparin","scopus"
"1810","D.L. Sellers","Poly(lactic-co-glycolic) acid microspheres encapsulated in Pluronic F-127 prolong hirudin delivery and improve functional recovery from a demyelination lesion",2014,"Biomaterials",NA,"2021-01-16 15:40:08","Article","10.1016/j.biomaterials.2014.06.051","0142-9612",35,NA,"heparin","scopus"
"1811","Q. Wang","Novel multi-drug delivery hydrogel using scar-homing liposomes improves spinal cord injury repair",2018,"Theranostics",NA,"2021-01-16 15:40:08","Article","10.7150/thno.26717","1838-7640",8,NA,"heparin","scopus"
"1812","R. Grant","Management of Acute Traumatic Spinal Cord Injury",2015,"Current Treatment Options in Neurology",NA,"2021-01-16 15:40:08","Review","10.1007/s11940-014-0334-1","1092-8480",17,NA,"heparin","scopus"
"1813","Q. Wang","A Thermosensitive Heparin-Poloxamer Hydrogel Bridges aFGF to Treat Spinal Cord Injury",2017,"ACS Applied Materials and Interfaces",NA,"2021-01-16 15:40:08","Article","10.1021/acsami.6b13155","1944-8244",9,NA,"heparin","scopus"
"1814","J. Johns","Vena cava filters in spinal cord injuries: Evolving technology",2006,"Journal of Spinal Cord Medicine",NA,"2021-01-16 15:40:08","Review","10.1080/10790268.2006.11753873","1079-0268",29,NA,"heparin","scopus"
"1815","M. Markandaya","Acute treatment options for spinal cord injury",2012,"Current Treatment Options in Neurology",NA,"2021-01-16 15:40:08","Article","10.1007/s11940-011-0162-5","1092-8480",14,NA,"heparin","scopus"
"1816","H. Xu","Thermo-sensitive hydrogels combined with decellularised matrix deliver bFGF for the functional recovery of rats after a spinal cord injury",2016,"Scientific Reports",NA,"2021-01-16 15:40:08","Article","10.1038/srep38332","2045-2322",6,NA,"heparin","scopus"
"1817","C. Chen","Collagen/heparin sulfate scaffolds fabricated by a 3D bioprinter improved mechanical properties and neurological function after spinal cord injury in rats",2017,"Journal of Biomedical Materials Research - Part A",NA,"2021-01-16 15:40:08","Article","10.1002/jbm.a.36011","1549-3296",105,NA,"heparin","scopus"
"1818","D.N. Reynolds","Vaccinia virus complement control protein reduces inflammation and improves spinal cord integrity following spinal cord injury",2004,"Annals of the New York Academy of Sciences",NA,"2021-01-16 15:40:08","Conference Paper","10.1196/annals.1332.011","0077-8923",1035,NA,"heparin","scopus"
"1819","J. Hallenbeck","Combined PGI<inf>2</inf>, indomethacin, and heparin improves neurological recovery after spinal trauma in cats",1983,"Journal of Neurosurgery",NA,"2021-01-16 15:40:08","Article","10.3171/jns.1983.58.5.0749","0022-3085",58,NA,"heparin","scopus"
"1820","A.M. Ziemba","Biomaterials for local, controlled drug delivery to the injured spinal cord",2017,"Frontiers in Pharmacology",NA,"2021-01-16 15:40:08","Review","10.3389/fphar.2017.00245","1663-9812",8,NA,"heparin","scopus"
"1821","M.I. Chuah","Interaction of olfactory ensheathing cells with other cell types in vitro and after transplantation: Glial scars and inflammation",2011,"Experimental Neurology",NA,"2021-01-16 15:40:08","Review","10.1016/j.expneurol.2010.08.012","0014-4886",229,NA,"heparin","scopus"
"1822","N. Kiran","Surgical results in patients with tuberculosis of the spine and severe lower-extremity motor deficits: A retrospective study of 48 patients",2007,"Journal of Neurosurgery: Spine",NA,"2021-01-16 15:40:08","Article","10.3171/spi.2007.6.4.6","1547-5654",6,NA,"heparin","scopus"
"1823","M. Sipski","Spinal cord injury rehabilitation: State of the science",2006,"American Journal of Physical Medicine and Rehabilitation",NA,"2021-01-16 15:40:08","Review","10.1097/01.phm.0000202105.87011.bf","0894-9115",85,NA,"heparin","scopus"
"1824","Y.Z. Zhao","Using NGF heparin-poloxamer thermosensitive hydrogels to enhance the nerve regeneration for spinal cord injury",2016,"Acta Biomaterialia",NA,"2021-01-16 15:40:08","Article","10.1016/j.actbio.2015.10.014","1742-7061",29,NA,"heparin","scopus"
"1825","I. Mocchetti","Increased basic fibroblast growth factor expression following contusive spinal cord injury",1996,"Experimental Neurology",NA,"2021-01-16 15:40:08","Article","10.1006/exnr.1996.0149","0014-4886",141,NA,"heparin","scopus"
"1826","P. Johnson","Tissue-engineered fibrin scaffolds containing neural progenitors enhance functional recovery in a subacute model of SCI",2010,"Soft Matter",NA,"2021-01-16 15:40:08","Article","10.1039/c0sm00173b","1744-683X",6,NA,"heparin","scopus"
"1827","S. Taylor","Delivery of neurotrophin-3 from fibrin enhances neuronal fiber sprouting after spinal cord injury",2006,"Journal of Controlled Release",NA,"2021-01-16 15:40:08","Article","10.1016/j.jconrel.2006.05.005","0168-3659",113,NA,"heparin","scopus"
"1828","P. Gloviczki","Ischemic injury to the spinal cord or lumbosacral plexus after aorto-iliac reconstruction",1991,"The American Journal of Surgery",NA,"2021-01-16 15:40:08","Article","10.1016/0002-9610(91)90174-C","0002-9610",162,NA,"heparin","scopus"
"1829","J. Furlan","Cardiovascular complications after acute spinal cord injury: Pathophysiology, diagnosis, and management",2008,"Neurosurgical Focus",NA,"2021-01-16 15:40:08","Article","10.3171/FOC.2008.25.11.E13","1092-0684",25,NA,"heparin","scopus"
"1830","P. Johnson","Controlled release of neurotrophin-3 and platelet-derived growth factor from fibrin scaffolds containing neural progenitor cells enhances survival and differentiation into neurons in a subacute model of SCI",2010,"Cell Transplantation",NA,"2021-01-16 15:40:08","Article","10.3727/096368909X477273","0963-6897",19,NA,"heparin","scopus"
"1831","E.D. Hall","Glucocorticoid mechanisms in acute spinal cord injury: A review and therapeutic rationale",1982,"Surgical Neurology",NA,"2021-01-16 15:40:08","Article","10.1016/0090-3019(82)90140-9","0090-3019",18,NA,"heparin","scopus"
"1832","I. Mocchetti","Neurotrophic Factors in Central Nervous System Trauma",1995,"Journal of Neurotrauma",NA,"2021-01-16 15:40:08","Article","10.1089/neu.1995.12.853","0897-7151",12,NA,"heparin","scopus"
"1833","Y. Asao","A patient who recovered successfully from severe anemia which continued for one hour",1997,"Japanese Journal of Anesthesiology",NA,"2021-01-16 15:40:39","Article",NA,"0021-4892",46,NA,"hetastarch","scopus"
"1834","E. Hall","Newer pharmacological approaches for antioxidant neuroprotection in traumatic brain injury",2019,"Neuropharmacology",NA,"2021-01-16 15:41:01","Review","10.1016/j.neuropharm.2018.08.005","0028-3908",145,NA,"hydralazine","scopus"
"1835","A. Faccendini","Nanofiber scaffolds as drug delivery systems to bridge spinal cord injury",2017,"Pharmaceuticals",NA,"2021-01-16 15:41:01","Review","10.3390/ph10030063","1424-8247",10,NA,"hydralazine","scopus"
"1836","Z. Chen","Mitigation of sensory and motor deficits by acrolein scavenger phenelzine in a rat model of spinal cord contusive injury",2016,"Journal of Neurochemistry",NA,"2021-01-16 15:41:01","Article","10.1111/jnc.13639","0022-3042",NA,NA,"hydralazine","scopus"
"1837","J. Park","Neuroprotective role of hydralazine in rat spinal cord injury-attenuation of acrolein-mediated damage",2014,"Journal of Neurochemistry",NA,"2021-01-16 15:41:01","Article","10.1111/jnc.12628","0022-3042",129,NA,"hydralazine","scopus"
"1838","K. Nejati-Koshki","An update on application of nanotechnology and stem cells in spinal cord injury regeneration",2017,"Biomedicine and Pharmacotherapy",NA,"2021-01-16 15:41:01","Review","10.1016/j.biopha.2017.03.035","0753-3322",90,NA,"hydralazine","scopus"
"1839","J. Long","Dynorphin A-induced rat spinal cord injury: Evidence for excitatory amino acid involvement in a pharmacological model of ischemic spinal cord injury",1994,"Journal of Pharmacology and Experimental Therapeutics",NA,"2021-01-16 15:41:01","Article","","0022-3565",269,NA,"hydralazine","scopus"
"1840","Y. Cho","Polymer and nano-technology applications for repair and reconstruction of the central nervous system",2012,"Experimental Neurology",NA,"2021-01-16 15:41:01","Review","10.1016/j.expneurol.2011.09.028","0014-4886",233,NA,"hydralazine","scopus"
"1841","K. Hamann","Critical role of acrolein in secondary injury following ex vivo spinal cord trauma",2008,"Journal of Neurochemistry",NA,"2021-01-16 15:41:01","Article","10.1111/j.1471-4159.2008.05622.x","0022-3042",107,NA,"hydralazine","scopus"
"1842","K. Hamann","Acrolein scavenging: A potential novel mechanism of attenuating oxidative stress following spinal cord injury",2009,"Journal of Neurochemistry",NA,"2021-01-16 15:41:01","Review","10.1111/j.1471-4159.2009.06395.x","0022-3042",111,NA,"hydralazine","scopus"
"1843","H. Hayes","Daily intermittent hypoxia enhances walking after chronic spinal cord injury A randomized trial",2014,"Neurology",NA,"2021-01-16 15:41:52","Article","10.1212/01.WNL.0000437416.34298.43","0028-3878",82,NA,"hydrocodone","scopus"
"1844","Z. Han","Safety and efficacy of corticosteroid Use in neurologic trauma",2014,"Journal of Pharmacy Practice",NA,"2021-01-16 15:42:12","Review","10.1177/0897190013516500","0897-1900",27,NA,"hydrocortisone","scopus"
"1845","T. Lesar","Standardized dosing tables to reduce errors involving high-dose methylprednisolone for acute spinal cord injury",1994,"Hospital Pharmacy",NA,"2021-01-16 15:42:12","Review","","0018-5787",29,NA,"hydrocortisone","scopus"
"1846","M. Banno","Wheelchair half-marathon race increases natural killer cell activity in persons with cervical spinal cord injury",2012,"Spinal Cord",NA,"2021-01-16 15:42:12","Article","10.1038/sc.2011.188","1362-4393",50,NA,"hydrocortisone","scopus"
